#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	9522	9854	csgC	1-333/333	===============	0/0	100.00	98.50	ecoli_vf	VFG045794	ecoli_vf~~~csgC~~~VFG045794 putative curli production protein CsgC
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	17977	18088	entD	3-114/771	===...../......	2/2	14.40	88.50	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	33978	34394	flgN	1-417/417	===============	0/0	100.00	98.32	ecoli_vf	gi:15801187	ecoli_vf~~~flgN~~~gi:15801187 flagella synthesis protein FlgN
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	34768	35427	flgA	1-660/660	===============	0/0	100.00	97.27	ecoli_vf	gi:15801189	ecoli_vf~~~flgA~~~gi:15801189 flagellar basal body P-ring biosynthesis protein FlgA
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	35582	35998	flgB	1-417/417	===============	0/0	100.00	99.28	ecoli_vf	gi:15801190	ecoli_vf~~~flgB~~~gi:15801190 flagellar basal body rod protein FlgB
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	36002	36406	flgC	1-405/405	===============	0/0	100.00	98.52	ecoli_vf	gi:15801191	ecoli_vf~~~flgC~~~gi:15801191 flagellar basal body rod protein FlgC
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	36418	37113	flgD	1-696/696	===============	0/0	100.00	98.85	ecoli_vf	gi:15801192	ecoli_vf~~~flgD~~~gi:15801192 flagellar basal body rod modification protein
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	37138	38343	flgE	1-1206/1206	===============	0/0	100.00	98.34	ecoli_vf	gi:15801193	ecoli_vf~~~flgE~~~gi:15801193 flagellar hook protein FlgE
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	38363	39118	flgF	1-756/756	===============	0/0	100.00	98.15	ecoli_vf	gi:15801194	ecoli_vf~~~flgF~~~gi:15801194 flagellar basal body rod protein FlgF
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	39256	40038	flgG	1-783/783	===============	0/0	100.00	99.36	ecoli_vf	gi:15801195	ecoli_vf~~~flgG~~~gi:15801195 flagellar basal body rod protein FlgG
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	40091	40789	flgH	1-699/699	===============	0/0	100.00	99.57	ecoli_vf	gi:15801196	ecoli_vf~~~flgH~~~gi:15801196 flagellar basal body L-ring protein
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	40801	41898	flgI	1-1098/1098	===============	0/0	100.00	97.72	ecoli_vf	gi:15801197	ecoli_vf~~~flgI~~~gi:15801197 flagellar basal body P-ring protein
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	41898	42839	flgJ	1-942/942	===============	0/0	100.00	98.19	ecoli_vf	gi:15801198	ecoli_vf~~~flgJ~~~gi:15801198 flagellar rod assembly protein/muramidase FlgJ
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	42905	44548	flgK	1-1644/1644	===============	0/0	100.00	98.66	ecoli_vf	gi:15801199	ecoli_vf~~~flgK~~~gi:15801199 flagellar hook-associated protein FlgK
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	44560	45513	flgL	1-954/954	===============	0/0	100.00	96.75	ecoli_vf	gi:15801200	ecoli_vf~~~flgL~~~gi:15801200 flagellar hook-associated protein FlgL
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	84883	84994	entD	1-114/771	===...../......	1/2	14.53	82.46	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_14_length_101508_cov_39.905594	85009	85797	ycfz	1-789/789	========/======	2/2	99.87	90.00	ecoli_vf	SPG000092	ecoli_vf~~~ycfz~~~SPG000092 putative factor
ESC_VA4705AA_AS.fasta	NODE_15_length_96184_cov_42.232279	14073	15695	nadb	1-1623/1623	===============	0/0	100.00	97.41	ecoli_vf	SPG000049	ecoli_vf~~~nadb~~~SPG000049 Escherichia coli str. K-12 substr. MG1655 complete genome
ESC_VA4705AA_AS.fasta	NODE_15_length_96184_cov_42.232279	70758	70863	entD	14-122/771	===...../......	3/5	13.62	85.45	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_16_length_89972_cov_48.706294	20783	20913	entD	1-131/771	===...../......	2/2	16.86	87.88	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_16_length_89972_cov_48.706294	49118	49249	entD	1-132/771	===...../......	2/2	16.99	84.96	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	31115	31870	matF	1-756/756	===============	0/0	100.00	97.62	ecoli_vf	VFG045787	ecoli_vf~~~matF~~~VFG045787 Mat/Ecp fimbriae periplasmic chaperone protein
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	31794	33437	ecpD	1-1644/1644	===============	0/0	100.00	100.00	ecoli_vf	gi:260853520	ecoli_vf~~~ecpD~~~gi:260853520 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	33427	35952	ecpC	1-2526/2526	===============	0/0	100.00	99.84	ecoli_vf	gi:260853521	ecoli_vf~~~ecpC~~~gi:260853521 outer membrane usher protein
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	35978	36696	ecpB	1-717/717	========/======	1/2	100.00	97.91	ecoli_vf	gi:26246301	ecoli_vf~~~ecpB~~~gi:26246301 Hypothetical protein yagY precursor
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	36705	37292	ecpA	1-588/588	===============	0/0	100.00	100.00	ecoli_vf	gi:16128278	ecoli_vf~~~ecpA~~~gi:16128278 conserved protein
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	37367	37957	ecpR	1-591/591	===============	0/0	100.00	99.49	ecoli_vf	gi:410484079	ecoli_vf~~~ecpR~~~gi:410484079 transcriptional regulator
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	41040	45230	eaeH	1-4191/4191	===============	0/0	100.00	99.07	ecoli_vf	gi:157156471	ecoli_vf~~~eaeH~~~gi:157156471 EaeH
ESC_VA4705AA_AS.fasta	NODE_17_length_88860_cov_42.438461	61829	63629	ehaA	1-1801/3984	=======........	0/0	45.21	99.94	ecoli_vf	gi:157158257	ecoli_vf~~~ehaA~~~gi:157158257 outer membrane autotransporter
ESC_VA4705AA_AS.fasta	NODE_18_length_88388_cov_47.352885	43911	45149	hofq	1-1239/1239	===============	0/0	100.00	98.63	ecoli_vf	SPG000051	ecoli_vf~~~hofq~~~SPG000051 Outer membrane secretin Adherence Hemorrhagic coli pilus
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	41680	42190	ECO103_3357	1-510/510	========/======	1/1	100.00	98.83	ecoli_vf	gi:260845460	ecoli_vf~~~ECO103_3357~~~gi:260845460 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	42239	43624	EcE24377A_3124	1-1386/1539	==============.	0/0	90.06	99.93	ecoli_vf	gi:157155143	ecoli_vf~~~EcE24377A_3124~~~gi:157155143 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	43623	43757	EcE24377A_3129	1033-1167/2646	.....==........	0/0	5.10	100.00	ecoli_vf	gi:157155408	ecoli_vf~~~EcE24377A_3129~~~gi:157155408 ClpA/ClpB family protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	43756	44120	EC958_3095	1693-2056/2379	......../.====.	1/1	15.30	95.07	ecoli_vf	VFG045808	ecoli_vf~~~EC958_3095~~~VFG045808 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	44111	44185	ECO103_3372	1006-1080/1080	.............==	0/0	6.94	98.67	ecoli_vf	gi:260845475	ecoli_vf~~~ECO103_3372~~~gi:260845475 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	44166	44702	ECO103_3373	1-537/537	===============	0/0	100.00	100.00	ecoli_vf	gi:260845476	ecoli_vf~~~ECO103_3373~~~gi:260845476 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	44706	45134	ECO103_3374	1-429/429	===============	0/0	100.00	99.77	ecoli_vf	gi:260845477	ecoli_vf~~~ECO103_3374~~~gi:260845477 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	45134	46510	EcE24377A_3135	1-1377/1377	===============	0/0	100.00	100.00	ecoli_vf	gi:157156697	ecoli_vf~~~EcE24377A_3135~~~gi:157156697 ImpA-related N-terminal domain-containing protein
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	62153	62476	ppdc	1-324/324	===============	0/0	100.00	97.53	ecoli_vf	SPG000140	ecoli_vf~~~ppdc~~~SPG000140 Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	62461	62868	ygdb	1-408/408	===============	0/0	100.00	95.10	ecoli_vf	SPG000137	ecoli_vf~~~ygdb~~~SPG000137 Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	62865	63428	ppdb	1-564/564	===============	0/0	100.00	98.76	ecoli_vf	SPG000112	ecoli_vf~~~ppdb~~~SPG000112 Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus
ESC_VA4705AA_AS.fasta	NODE_19_length_87679_cov_44.216237	63419	63889	ppda	1-471/471	===============	0/0	100.00	98.73	ecoli_vf	SPG000131	ecoli_vf~~~ppda~~~SPG000131 Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	20368	21153	fliR	1-786/786	===============	0/0	100.00	97.58	ecoli_vf	gi:15802385	ecoli_vf~~~fliR~~~gi:15802385 flagellar biosynthesis protein FliR
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	21162	21431	fliQ	1-270/270	===============	0/0	100.00	97.04	ecoli_vf	gi:15802384	ecoli_vf~~~fliQ~~~gi:15802384 flagellar biosynthesis protein FliQ
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	21441	22178	fliP	1-738/738	===============	0/0	100.00	98.92	ecoli_vf	gi:15802383	ecoli_vf~~~fliP~~~gi:15802383 flagellar biosynthesis protein FliP
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	22178	22543	fliO	1-366/366	===============	0/0	100.00	99.73	ecoli_vf	gi:161367586	ecoli_vf~~~fliO~~~gi:161367586 flagellar biosynthesis protein FliO
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	22546	22959	fliN	1-414/414	===============	0/0	100.00	98.79	ecoli_vf	gi:15802381	ecoli_vf~~~fliN~~~gi:15802381 flagellar motor switch protein FliN
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	22956	23960	fliM	1-1005/1005	===============	0/0	100.00	98.51	ecoli_vf	gi:15802380	ecoli_vf~~~fliM~~~gi:15802380 flagellar motor switch protein FliM
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	23965	24429	fliL	1-465/465	===============	0/0	100.00	98.50	ecoli_vf	gi:15802379	ecoli_vf~~~fliL~~~gi:15802379 flagellar basal body-associated protein FliL
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	24534	25661	fliK	1-1128/1128	===============	0/0	100.00	97.96	ecoli_vf	gi:15802378	ecoli_vf~~~fliK~~~gi:15802378 flagellar hook-length control protein
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	25658	26101	fliJ	1-444/444	===============	0/0	100.00	100.00	ecoli_vf	gi:15802377	ecoli_vf~~~fliJ~~~gi:15802377 flagellar biosynthesis chaperone
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	26120	27493	fliI	1-1374/1374	===============	0/0	100.00	98.62	ecoli_vf	gi:161367587	ecoli_vf~~~fliI~~~gi:161367587 flagellum-specific ATP synthase
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	27493	28179	fliH	1-687/687	===============	0/0	100.00	98.11	ecoli_vf	gi:161367588	ecoli_vf~~~fliH~~~gi:161367588 flagellar assembly protein H
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	28172	29167	fliG	1-996/996	===============	0/0	100.00	99.20	ecoli_vf	gi:15802374	ecoli_vf~~~fliG~~~gi:15802374 flagellar motor switch protein G
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	29160	30818	fliF	1-1659/1659	===============	0/0	100.00	98.67	ecoli_vf	gi:15802373	ecoli_vf~~~fliF~~~gi:15802373 flagellar MS-ring protein
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	31033	31347	fliE	1-315/315	===============	0/0	100.00	96.83	ecoli_vf	gi:15802372	ecoli_vf~~~fliE~~~gi:15802372 flagellar hook-basal body protein FliE
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	36149	36514	fliT	1-366/366	===============	0/0	100.00	97.00	ecoli_vf	gi:15802361	ecoli_vf~~~fliT~~~gi:15802361 flagellar biosynthesis protein FliT
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	36514	36924	fliS	1-411/411	===============	0/0	100.00	98.05	ecoli_vf	gi:15802360	ecoli_vf~~~fliS~~~gi:15802360 flagellar protein FliS
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	36949	38355	fliD	1-1398/1398	========/======	1/9	100.00	97.66	ecoli_vf	gi:15802359	ecoli_vf~~~fliD~~~gi:15802359 flagellar capping protein
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	38621	39114	fliC	1-494/1758	=====..........	0/0	28.10	89.88	ecoli_vf	gi:15802358	ecoli_vf~~~fliC~~~gi:15802358 flagellin
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	39612	39883	fliC	1487-1758/1758	............===	0/0	15.47	89.34	ecoli_vf	gi:15802358	ecoli_vf~~~fliC~~~gi:15802358 flagellin
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	39904	40026	entD	15-137/771	===...../......	3/4	15.69	84.00	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	40203	40922	fliA	1-720/720	===============	0/0	100.00	99.03	ecoli_vf	gi:15802357	ecoli_vf~~~fliA~~~gi:15802357 flagellar biosynthesis sigma factor
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	40932	41519	fliZ	1-588/588	===============	0/0	100.00	98.13	ecoli_vf	gi:15802356	ecoli_vf~~~fliZ~~~gi:15802356 flagella biosynthesis protein FliZ
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	41607	42407	fliY	1-801/801	===============	0/0	100.00	97.63	ecoli_vf	gi:15802355	ecoli_vf~~~fliY~~~gi:15802355 cystine transporter subunit
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	63009	63368	flhD	1-360/360	===============	0/0	100.00	98.61	ecoli_vf	gi:15802304	ecoli_vf~~~flhD~~~gi:15802304 transcriptional activator FlhD
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	63371	63949	flhC	1-579/579	===============	0/0	100.00	99.48	ecoli_vf	gi:15802303	ecoli_vf~~~flhC~~~gi:15802303 transcriptional activator FlhC
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	64076	64963	motA	1-888/888	===============	0/0	100.00	99.10	ecoli_vf	gi:15802302	ecoli_vf~~~motA~~~gi:15802302 flagellar motor protein MotA
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	64960	65886	motB	1-927/927	===============	0/0	100.00	97.95	ecoli_vf	gi:15802301	ecoli_vf~~~motB~~~gi:15802301 flagellar motor protein MotB
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	65891	67855	cheA	1-1965/1965	===============	0/0	100.00	99.39	ecoli_vf	gi:15802300	ecoli_vf~~~cheA~~~gi:15802300 chemotaxis protein CheA
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	67876	68379	cheW	1-504/504	===============	0/0	100.00	98.61	ecoli_vf	gi:15802299	ecoli_vf~~~cheW~~~gi:15802299 purine-binding chemotaxis protein
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	68524	70185	tar/cheM	1-1662/1662	===============	0/0	100.00	98.14	ecoli_vf	gi:15802298	ecoli_vf~~~tar/cheM~~~gi:15802298 methyl-accepting chemotaxis protein II
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	71851	72711	cheR	1-861/861	===============	0/0	100.00	99.30	ecoli_vf	gi:15802296	ecoli_vf~~~cheR~~~gi:15802296 chemotaxis methyltransferase CheR
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	72714	73763	cheB	1-1050/1050	===============	0/0	100.00	98.48	ecoli_vf	gi:15802295	ecoli_vf~~~cheB~~~gi:15802295 chemotaxis-specific methylesterase
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	73778	74167	cheY	1-390/390	===============	0/0	100.00	99.23	ecoli_vf	gi:15802294	ecoli_vf~~~cheY~~~gi:15802294 chemotaxis regulatory protein CheY
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	74178	74822	cheZ	1-645/645	===============	0/0	100.00	99.38	ecoli_vf	gi:15802293	ecoli_vf~~~cheZ~~~gi:15802293 chemotaxis regulator CheZ
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	75024	76172	flhB	1-1149/1149	===============	0/0	100.00	98.43	ecoli_vf	gi:15802292	ecoli_vf~~~flhB~~~gi:15802292 flagellar biosynthesis protein FlhB
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	76165	78241	flhA	1-2077/2079	===============	0/0	99.90	98.36	ecoli_vf	gi:15802291	ecoli_vf~~~flhA~~~gi:15802291 flagellar biosynthesis protein FlhA
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	78243	78635	flhE	1-393/393	===============	0/0	100.00	96.95	ecoli_vf	gi:15802290	ecoli_vf~~~flhE~~~gi:15802290 flagellar protein
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	86676	86787	entD	15-126/771	===...../......	2/2	14.40	90.27	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	237926	238047	entD	10-131/771	===...../......	2/2	15.69	82.11	ecoli_vf	gi:26246560	ecoli_vf~~~entD~~~gi:26246560 phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex
ESC_VA4705AA_AS.fasta	NODE_1_length_256577_cov_35.456838	256182	256450	espL1	1631-1899/1899	............===	0/0	14.17	93.31	ecoli_vf	gi:15802132	ecoli_vf~~~espL1~~~gi:15802132 Type III secretion system effector espL1
ESC_VA4705AA_AS.fasta	NODE_206_length_254_cov_126.401575	128	254	fimD	2519-2645/2754	.............==	0/0	4.61	100.00	ecoli_vf	gi:260871037	ecoli_vf~~~fimD~~~gi:260871037 outer membrane usher protein FimD
ESC_VA4705AA_AS.fasta	NODE_20_length_85889_cov_98.252443	61442	63322	cia	1-1881/1881	===============	0/0	100.00	99.63	ecoli_vf	SPG000030	ecoli_vf~~~cia~~~SPG000030 Plasmid ColIa colicin Ia structural protein and colicin Ia immunity protein genes complete cds; and unknown genes.
ESC_VA4705AA_AS.fasta	NODE_211_length_253_cov_97.769841	1	126	fimD	2519-2644/2754	.............==	0/0	4.58	100.00	ecoli_vf	gi:260871037	ecoli_vf~~~fimD~~~gi:260871037 outer membrane usher protein FimD
ESC_VA4705AA_AS.fasta	NODE_21_length_83109_cov_42.739136	55074	56162	cfaD	1-1089/1089	===============	0/0	100.00	99.91	ecoli_vf	gi:157157077	ecoli_vf~~~cfaD~~~gi:157157077 pilus biogenesis initiator protein
ESC_VA4705AA_AS.fasta	NODE_21_length_83109_cov_42.739136	56159	58861	cfaC	1-2703/2703	===============	0/0	100.00	99.81	ecoli_vf	gi:157158530	ecoli_vf~~~cfaC~~~gi:157158530 hypothetical protein
ESC_VA4705AA_AS.fasta	NODE_21_length_83109_cov_42.739136	58935	59435	cfaB	1-501/501	===============	0/0	100.00	99.80	ecoli_vf	gi:260845908	ecoli_vf~~~cfaB~~~gi:260845908 fimbrial subunit
ESC_VA4705AA_AS.fasta	NODE_21_length_83109_cov_42.739136	59465	60181	cfaA	1-717/717	===============	0/0	100.00	100.00	ecoli_vf	gi:157155469	ecoli_vf~~~cfaA~~~gi:157155469 hypothetical protein
