locus_tag	ftype	length_bp	gene	EC_number	COG	product
ESC_VA4705AA_AS_00024	CDS	795	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
ESC_VA4705AA_AS_00024	gene	795	neo			
ESC_VA4705AA_AS_00025	CDS	276	ble			Bleomycin resistance protein
ESC_VA4705AA_AS_00025	gene	276	ble			
ESC_VA4705AA_AS_00026	CDS	843				hypothetical protein
ESC_VA4705AA_AS_00026	gene	843				
ESC_VA4705AA_AS_00027	CDS	222				hypothetical protein
ESC_VA4705AA_AS_00027	gene	222				
ESC_VA4705AA_AS_00028	CDS	252	tnpR_2			Transposon Tn3 resolvase
ESC_VA4705AA_AS_00028	gene	252	tnpR_2			
ESC_VA4705AA_AS_00029	CDS	402				hypothetical protein
ESC_VA4705AA_AS_00029	gene	402				
ESC_VA4705AA_AS_00030	CDS	420				IS66 family transposase ISCro1
ESC_VA4705AA_AS_00030	gene	420				
ESC_VA4705AA_AS_00031	CDS	219	sta1			Heat-stable enterotoxin ST-IA/ST-P
ESC_VA4705AA_AS_00031	gene	219	sta1			
ESC_VA4705AA_AS_00032	CDS	1617				hypothetical protein
ESC_VA4705AA_AS_00032	gene	1617				
ESC_VA4705AA_AS_00033	CDS	366				hypothetical protein
ESC_VA4705AA_AS_00033	gene	366				
ESC_VA4705AA_AS_00034	CDS	273				hypothetical protein
ESC_VA4705AA_AS_00034	gene	273				
ESC_VA4705AA_AS_00035	CDS	816	cfaD			CFA/I fimbrial subunit D
ESC_VA4705AA_AS_00035	gene	816	cfaD			
ESC_VA4705AA_AS_00036	CDS	258				hypothetical protein
ESC_VA4705AA_AS_00036	gene	258				
ESC_VA4705AA_AS_00037	CDS	405				hypothetical protein
ESC_VA4705AA_AS_00037	gene	405				
ESC_VA4705AA_AS_00038	CDS	348				hypothetical protein
ESC_VA4705AA_AS_00038	gene	348				
ESC_VA4705AA_AS_00039	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
ESC_VA4705AA_AS_00039	gene	1593	ybiT			
ESC_VA4705AA_AS_00040	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
ESC_VA4705AA_AS_00040	gene	921	ybiS			
ESC_VA4705AA_AS_00041	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
ESC_VA4705AA_AS_00041	gene	1119	ybiR			
ESC_VA4705AA_AS_00042	CDS	468	mntR		COG1321	Transcriptional regulator MntR
ESC_VA4705AA_AS_00042	gene	468	mntR			
ESC_VA4705AA_AS_00043	CDS	129	mntS			Small protein MntS
ESC_VA4705AA_AS_00043	gene	129	mntS			
ESC_VA4705AA_AS_00044	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
ESC_VA4705AA_AS_00044	gene	1584	opgE			
ESC_VA4705AA_AS_00045	CDS	516	ompX_1		COG3637	Outer membrane protein X
ESC_VA4705AA_AS_00045	gene	516	ompX_1			
ESC_VA4705AA_AS_00046	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
ESC_VA4705AA_AS_00046	gene	888	rhtA			
ESC_VA4705AA_AS_00047	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
ESC_VA4705AA_AS_00047	gene	504	dps			
ESC_VA4705AA_AS_00048	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
ESC_VA4705AA_AS_00048	gene	747	glnH			
ESC_VA4705AA_AS_00049	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
ESC_VA4705AA_AS_00049	gene	660	glnP			
ESC_VA4705AA_AS_00050	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
ESC_VA4705AA_AS_00050	gene	723	glnQ_1			
ESC_VA4705AA_AS_00051	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
ESC_VA4705AA_AS_00051	gene	2226	ybiO			
ESC_VA4705AA_AS_00052	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
ESC_VA4705AA_AS_00052	gene	927	rlmF			
ESC_VA4705AA_AS_00053	CDS	261	mcbA			putative protein McbA
ESC_VA4705AA_AS_00053	gene	261	mcbA			
ESC_VA4705AA_AS_00054	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
ESC_VA4705AA_AS_00054	gene	2283	fiu			
ESC_VA4705AA_AS_00055	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
ESC_VA4705AA_AS_00055	gene	675				
ESC_VA4705AA_AS_00056	CDS	267	ybiI		COG1734	putative protein YbiI
ESC_VA4705AA_AS_00056	gene	267	ybiI			
ESC_VA4705AA_AS_00057	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
ESC_VA4705AA_AS_00057	gene	261	bhsA_1			
ESC_VA4705AA_AS_00058	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
ESC_VA4705AA_AS_00058	gene	1086	hcxB			
ESC_VA4705AA_AS_00059	CDS	963	ybiB		COG0547	putative protein YbiB
ESC_VA4705AA_AS_00059	gene	963	ybiB			
ESC_VA4705AA_AS_00060	CDS	2286	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG
ESC_VA4705AA_AS_00060	gene	2286	dinG_1			
ESC_VA4705AA_AS_00061	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
ESC_VA4705AA_AS_00061	gene	450	ybiA			
ESC_VA4705AA_AS_00062	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
ESC_VA4705AA_AS_00062	gene	1365	rhlE			
ESC_VA4705AA_AS_00063	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
ESC_VA4705AA_AS_00063	gene	672	cecR			
ESC_VA4705AA_AS_00064	CDS	996				hypothetical protein
ESC_VA4705AA_AS_00064	gene	996				
ESC_VA4705AA_AS_00065	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
ESC_VA4705AA_AS_00065	gene	1737	ybhF			
ESC_VA4705AA_AS_00066	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
ESC_VA4705AA_AS_00066	gene	1134	ybhS			
ESC_VA4705AA_AS_00067	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
ESC_VA4705AA_AS_00067	gene	1107	ybhR			
ESC_VA4705AA_AS_00068	CDS	411	ybhQ			Inner membrane protein YbhQ
ESC_VA4705AA_AS_00068	gene	411	ybhQ			
ESC_VA4705AA_AS_00069	CDS	762				hypothetical protein
ESC_VA4705AA_AS_00069	gene	762				
ESC_VA4705AA_AS_00070	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
ESC_VA4705AA_AS_00070	gene	1242	clsB			
ESC_VA4705AA_AS_00071	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
ESC_VA4705AA_AS_00071	gene	957	ybhN			
ESC_VA4705AA_AS_00072	CDS	714				hypothetical protein
ESC_VA4705AA_AS_00072	gene	714				
ESC_VA4705AA_AS_00073	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
ESC_VA4705AA_AS_00073	gene	705	ybhL			
ESC_VA4705AA_AS_00074	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
ESC_VA4705AA_AS_00074	gene	453	moaE			
ESC_VA4705AA_AS_00075	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
ESC_VA4705AA_AS_00075	gene	246	moaD			
ESC_VA4705AA_AS_00076	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
ESC_VA4705AA_AS_00076	gene	486	moaC			
ESC_VA4705AA_AS_00077	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
ESC_VA4705AA_AS_00077	gene	513	moaB			
ESC_VA4705AA_AS_00078	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
ESC_VA4705AA_AS_00078	gene	990	moaA			
ESC_VA4705AA_AS_00079	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
ESC_VA4705AA_AS_00079	gene	909	ybhK			
ESC_VA4705AA_AS_00080	CDS	2022	uvrB		COG0556	UvrABC system protein B
ESC_VA4705AA_AS_00080	gene	2022	uvrB			
ESC_VA4705AA_AS_00081	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
ESC_VA4705AA_AS_00081	gene	678	bioD1_1			
ESC_VA4705AA_AS_00082	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
ESC_VA4705AA_AS_00082	gene	756	bioC			
ESC_VA4705AA_AS_00083	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
ESC_VA4705AA_AS_00083	gene	1155	bioF_1			
ESC_VA4705AA_AS_00084	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
ESC_VA4705AA_AS_00084	gene	1041	bioB			
ESC_VA4705AA_AS_00085	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
ESC_VA4705AA_AS_00085	gene	1290	bioA			
ESC_VA4705AA_AS_00086	CDS	477				hypothetical protein
ESC_VA4705AA_AS_00086	gene	477				
ESC_VA4705AA_AS_00087	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
ESC_VA4705AA_AS_00087	gene	1284	ybhC			
ESC_VA4705AA_AS_00088	CDS	2262	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
ESC_VA4705AA_AS_00088	gene	2262	leuC_1			
ESC_VA4705AA_AS_00089	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
ESC_VA4705AA_AS_00089	gene	1434	ybhI			
ESC_VA4705AA_AS_00090	CDS	1053	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
ESC_VA4705AA_AS_00090	gene	1053	galD			
ESC_VA4705AA_AS_00091	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
ESC_VA4705AA_AS_00091	gene	954	oxyR_1			
ESC_VA4705AA_AS_00092	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
ESC_VA4705AA_AS_00092	gene	996	pgl			
ESC_VA4705AA_AS_00093	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
ESC_VA4705AA_AS_00093	gene	819	ybhA			
ESC_VA4705AA_AS_00094	CDS	1059	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ESC_VA4705AA_AS_00094	gene	1059	btuD_1			
ESC_VA4705AA_AS_00095	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
ESC_VA4705AA_AS_00095	gene	690	modB			
ESC_VA4705AA_AS_00096	CDS	774	modA		COG0725	Molybdate-binding protein ModA
ESC_VA4705AA_AS_00096	gene	774	modA			
ESC_VA4705AA_AS_00097	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
ESC_VA4705AA_AS_00097	gene	150	acrZ			
ESC_VA4705AA_AS_00098	CDS	789	modE		COG2005	Transcriptional regulator ModE
ESC_VA4705AA_AS_00098	gene	789	modE			
ESC_VA4705AA_AS_00099	CDS	1473	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ESC_VA4705AA_AS_00099	gene	1473	btuD_2			
ESC_VA4705AA_AS_00100	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
ESC_VA4705AA_AS_00100	gene	1017	galE			
ESC_VA4705AA_AS_00101	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
ESC_VA4705AA_AS_00101	gene	1047	galT			
ESC_VA4705AA_AS_00102	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
ESC_VA4705AA_AS_00102	gene	1149	galK			
ESC_VA4705AA_AS_00103	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
ESC_VA4705AA_AS_00103	gene	1041	galM			
ESC_VA4705AA_AS_00104	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ESC_VA4705AA_AS_00104	gene	753	gpmA			
ESC_VA4705AA_AS_00105	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
ESC_VA4705AA_AS_00105	gene	1053	aroG			
ESC_VA4705AA_AS_00106	CDS	381				hypothetical protein
ESC_VA4705AA_AS_00106	gene	381				
ESC_VA4705AA_AS_00107	CDS	942	zitB		COG1230	Zinc transporter ZitB
ESC_VA4705AA_AS_00107	gene	942	zitB			
ESC_VA4705AA_AS_00108	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
ESC_VA4705AA_AS_00108	gene	720	pnuC			
ESC_VA4705AA_AS_00109	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
ESC_VA4705AA_AS_00109	gene	1044	nadA			
ESC_VA4705AA_AS_00110	tRNA	76				tRNA-Lys(ttt)
ESC_VA4705AA_AS_00110	gene	76				
ESC_VA4705AA_AS_00111	tRNA	76				tRNA-Lys(ttt)
ESC_VA4705AA_AS_00111	gene	76				
ESC_VA4705AA_AS_00112	tRNA	76				tRNA-Lys(ttt)
ESC_VA4705AA_AS_00112	gene	76				
ESC_VA4705AA_AS_00113	tRNA	76				tRNA-Val(tac)
ESC_VA4705AA_AS_00113	gene	76				
ESC_VA4705AA_AS_00114	tRNA	76				tRNA-Lys(ttt)
ESC_VA4705AA_AS_00114	gene	76				
ESC_VA4705AA_AS_00115	tRNA	76				tRNA-Val(tac)
ESC_VA4705AA_AS_00115	gene	76				
ESC_VA4705AA_AS_00116	tRNA	76				tRNA-Lys(ttt)
ESC_VA4705AA_AS_00116	gene	76				
ESC_VA4705AA_AS_00117	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
ESC_VA4705AA_AS_00117	gene	792	cpoB			
ESC_VA4705AA_AS_00118	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
ESC_VA4705AA_AS_00118	gene	522	pal			
ESC_VA4705AA_AS_00119	CDS	1293	tolB		COG0823	Protein TolB
ESC_VA4705AA_AS_00119	gene	1293	tolB			
ESC_VA4705AA_AS_00120	CDS	1299	tolA		COG3064	Protein TolA
ESC_VA4705AA_AS_00120	gene	1299	tolA			
ESC_VA4705AA_AS_00121	CDS	429	tolR		COG0848	Protein TolR
ESC_VA4705AA_AS_00121	gene	429	tolR			
ESC_VA4705AA_AS_00122	CDS	693	tolQ		COG0811	Protein TolQ
ESC_VA4705AA_AS_00122	gene	693	tolQ			
ESC_VA4705AA_AS_00123	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
ESC_VA4705AA_AS_00123	gene	405	ybgC			
ESC_VA4705AA_AS_00124	CDS	294				hypothetical protein
ESC_VA4705AA_AS_00124	gene	294				
ESC_VA4705AA_AS_00125	CDS	114	cydX	1.10.3.14	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
ESC_VA4705AA_AS_00125	gene	114	cydX			
ESC_VA4705AA_AS_00126	CDS	1140	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
ESC_VA4705AA_AS_00126	gene	1140	cydB			
ESC_VA4705AA_AS_00127	CDS	1569	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
ESC_VA4705AA_AS_00127	gene	1569	cydA			
ESC_VA4705AA_AS_00128	CDS	2634	mngB	3.2.1.170	COG0383	Mannosylglycerate hydrolase
ESC_VA4705AA_AS_00128	gene	2634	mngB			
ESC_VA4705AA_AS_00129	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
ESC_VA4705AA_AS_00129	gene	1917	mngA			
ESC_VA4705AA_AS_00130	CDS	723	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
ESC_VA4705AA_AS_00130	gene	723	mngR_1			
ESC_VA4705AA_AS_00131	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
ESC_VA4705AA_AS_00131	gene	870	sucD			
ESC_VA4705AA_AS_00132	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
ESC_VA4705AA_AS_00132	gene	1167	sucC			
ESC_VA4705AA_AS_00133	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ESC_VA4705AA_AS_00133	gene	1218	sucB			
ESC_VA4705AA_AS_00134	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
ESC_VA4705AA_AS_00134	gene	2802	sucA			
ESC_VA4705AA_AS_00135	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
ESC_VA4705AA_AS_00135	gene	717	sdhB			
ESC_VA4705AA_AS_00136	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
ESC_VA4705AA_AS_00136	gene	1767	sdhA			
ESC_VA4705AA_AS_00137	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
ESC_VA4705AA_AS_00137	gene	348	sdhD			
ESC_VA4705AA_AS_00138	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
ESC_VA4705AA_AS_00138	gene	405	sdhC			
ESC_VA4705AA_AS_00139	CDS	108				hypothetical protein
ESC_VA4705AA_AS_00139	gene	108				
ESC_VA4705AA_AS_00140	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
ESC_VA4705AA_AS_00140	gene	1284	gltA			
ESC_VA4705AA_AS_00141	CDS	567	ybgD_1			putative fimbrial-like protein YbgD
ESC_VA4705AA_AS_00141	gene	567	ybgD_1			
ESC_VA4705AA_AS_00142	CDS	2451	papC_1		COG3188	Outer membrane usher protein PapC
ESC_VA4705AA_AS_00142	gene	2451	papC_1			
ESC_VA4705AA_AS_00143	CDS	732	papD_1		COG3121	Chaperone protein PapD
ESC_VA4705AA_AS_00143	gene	732	papD_1			
ESC_VA4705AA_AS_00144	CDS	1062				hypothetical protein
ESC_VA4705AA_AS_00144	gene	1062				
ESC_VA4705AA_AS_00145	CDS	1047				hypothetical protein
ESC_VA4705AA_AS_00145	gene	1047				
ESC_VA4705AA_AS_00146	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
ESC_VA4705AA_AS_00146	gene	792	nei			
ESC_VA4705AA_AS_00147	CDS	735				hypothetical protein
ESC_VA4705AA_AS_00147	gene	735				
ESC_VA4705AA_AS_00148	CDS	933	ybgK		COG1984	putative protein YbgK
ESC_VA4705AA_AS_00148	gene	933	ybgK			
ESC_VA4705AA_AS_00149	CDS	657	ybgJ		COG2049	putative protein YbgJ
ESC_VA4705AA_AS_00149	gene	657	ybgJ			
ESC_VA4705AA_AS_00150	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
ESC_VA4705AA_AS_00150	gene	744	ybgI			
ESC_VA4705AA_AS_00151	CDS	1482	dtpD		COG3104	Dipeptide permease D
ESC_VA4705AA_AS_00151	gene	1482	dtpD			
ESC_VA4705AA_AS_00152	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
ESC_VA4705AA_AS_00152	gene	1419	phrB			
ESC_VA4705AA_AS_00153	CDS	510				hypothetical protein
ESC_VA4705AA_AS_00153	gene	510				
ESC_VA4705AA_AS_00154	CDS	669				ISAs1 family transposase ISEc1
ESC_VA4705AA_AS_00154	gene	669				
ESC_VA4705AA_AS_00155	CDS	747				ISAs1 family transposase ISEc26
ESC_VA4705AA_AS_00155	gene	747				
ESC_VA4705AA_AS_00156	CDS	483				hypothetical protein
ESC_VA4705AA_AS_00156	gene	483				
ESC_VA4705AA_AS_00157	CDS	501				hypothetical protein
ESC_VA4705AA_AS_00157	gene	501				
ESC_VA4705AA_AS_00158	CDS	348				hypothetical protein
ESC_VA4705AA_AS_00158	gene	348				
ESC_VA4705AA_AS_00159	CDS	966				hypothetical protein
ESC_VA4705AA_AS_00159	gene	966				
ESC_VA4705AA_AS_00160	CDS	177				hypothetical protein
ESC_VA4705AA_AS_00160	gene	177				
ESC_VA4705AA_AS_00161	CDS	1266			COG3385	IS4 family transposase IS50R
ESC_VA4705AA_AS_00161	gene	1266				
ESC_VA4705AA_AS_00162	CDS	462	papD_2		COG3121	Chaperone protein PapD
ESC_VA4705AA_AS_00162	gene	462	papD_2			
ESC_VA4705AA_AS_00163	CDS	795				hypothetical protein
ESC_VA4705AA_AS_00163	gene	795				
ESC_VA4705AA_AS_00164	CDS	768	papC_2		COG3188	Outer membrane usher protein PapC
ESC_VA4705AA_AS_00164	gene	768	papC_2			
ESC_VA4705AA_AS_00165	CDS	1329			COG3385	IS4 family transposase IS4
ESC_VA4705AA_AS_00165	gene	1329				
ESC_VA4705AA_AS_00166	CDS	141				hypothetical protein
ESC_VA4705AA_AS_00166	gene	141				
ESC_VA4705AA_AS_00167	CDS	1113			COG3385	IS4 family transposase IS421
ESC_VA4705AA_AS_00167	gene	1113				
ESC_VA4705AA_AS_00168	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
ESC_VA4705AA_AS_00168	gene	1041	pstS			
ESC_VA4705AA_AS_00169	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
ESC_VA4705AA_AS_00169	gene	960	pstC			
ESC_VA4705AA_AS_00170	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
ESC_VA4705AA_AS_00170	gene	891	pstA			
ESC_VA4705AA_AS_00171	CDS	774	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
ESC_VA4705AA_AS_00171	gene	774	pstB			
ESC_VA4705AA_AS_00172	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
ESC_VA4705AA_AS_00172	gene	726	phoU			
ESC_VA4705AA_AS_00173	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
ESC_VA4705AA_AS_00173	gene	837	bglG			
ESC_VA4705AA_AS_00174	CDS	1878	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
ESC_VA4705AA_AS_00174	gene	1878	bglF_1			
ESC_VA4705AA_AS_00175	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
ESC_VA4705AA_AS_00175	gene	1395	bglB			
ESC_VA4705AA_AS_00176	CDS	1617	bglH_1		COG4580	Cryptic outer membrane porin BglH
ESC_VA4705AA_AS_00176	gene	1617	bglH_1			
ESC_VA4705AA_AS_00177	CDS	954	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
ESC_VA4705AA_AS_00177	gene	954	axe1-6A			
ESC_VA4705AA_AS_00178	CDS	717	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
ESC_VA4705AA_AS_00178	gene	717	nagB_1			
ESC_VA4705AA_AS_00179	CDS	474	cbrB			Inner membrane protein CbrB
ESC_VA4705AA_AS_00179	gene	474	cbrB			
ESC_VA4705AA_AS_00180	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
ESC_VA4705AA_AS_00180	gene	666	yieH			
ESC_VA4705AA_AS_00181	CDS	1338	adeP		COG2252	Adenine permease AdeP
ESC_VA4705AA_AS_00181	gene	1338	adeP			
ESC_VA4705AA_AS_00182	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
ESC_VA4705AA_AS_00182	gene	567	chrR			
ESC_VA4705AA_AS_00183	CDS	750				hypothetical protein
ESC_VA4705AA_AS_00183	gene	750				
ESC_VA4705AA_AS_00184	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
ESC_VA4705AA_AS_00184	gene	960	yidZ			
ESC_VA4705AA_AS_00185	CDS	1176	mdtL			Multidrug resistance protein MdtL
ESC_VA4705AA_AS_00185	gene	1176	mdtL			
ESC_VA4705AA_AS_00186	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
ESC_VA4705AA_AS_00186	gene	1248	tnaB			
ESC_VA4705AA_AS_00187	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
ESC_VA4705AA_AS_00187	gene	1416	tnaA			
ESC_VA4705AA_AS_00188	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
ESC_VA4705AA_AS_00188	gene	1365	mnmE			
ESC_VA4705AA_AS_00189	CDS	1647	yidC			Membrane protein insertase YidC
ESC_VA4705AA_AS_00189	gene	1647	yidC			
ESC_VA4705AA_AS_00190	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
ESC_VA4705AA_AS_00190	gene	327	rnpA			
ESC_VA4705AA_AS_00191	CDS	141	rpmH		COG0230	50S ribosomal protein L34
ESC_VA4705AA_AS_00191	gene	141	rpmH			
