locus_tag	ftype	length_bp	gene	EC_number	COG	product
ESC_CB1462AA_AS_00039	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
ESC_CB1462AA_AS_00039	gene	690	phoB			
ESC_CB1462AA_AS_00040	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
ESC_CB1462AA_AS_00040	gene	1296	phoR			
ESC_CB1462AA_AS_00041	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
ESC_CB1462AA_AS_00041	gene	1320	brnQ			
ESC_CB1462AA_AS_00042	CDS	1374	proY		COG1113	Proline-specific permease ProY
ESC_CB1462AA_AS_00042	gene	1374	proY			
ESC_CB1462AA_AS_00043	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
ESC_CB1462AA_AS_00043	gene	1818	malZ			
ESC_CB1462AA_AS_00044	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
ESC_CB1462AA_AS_00044	gene	582	acpH			
ESC_CB1462AA_AS_00045	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ESC_CB1462AA_AS_00045	gene	1071	queA			
ESC_CB1462AA_AS_00046	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
ESC_CB1462AA_AS_00046	gene	1128	tgt			
ESC_CB1462AA_AS_00047	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
ESC_CB1462AA_AS_00047	gene	333	yajC			
ESC_CB1462AA_AS_00048	CDS	1815	secD		COG0342	Protein translocase subunit SecD
ESC_CB1462AA_AS_00048	gene	1815	secD			
ESC_CB1462AA_AS_00049	CDS	972	secF		COG0341	Protein translocase subunit SecF
ESC_CB1462AA_AS_00049	gene	972	secF			
ESC_CB1462AA_AS_00050	CDS	348				hypothetical protein
ESC_CB1462AA_AS_00050	gene	348				
ESC_CB1462AA_AS_00051	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
ESC_CB1462AA_AS_00051	gene	885	tsx			
ESC_CB1462AA_AS_00052	CDS	540	yajI			putative lipoprotein YajI
ESC_CB1462AA_AS_00052	gene	540	yajI			
ESC_CB1462AA_AS_00053	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
ESC_CB1462AA_AS_00053	gene	450	nrdR			
ESC_CB1462AA_AS_00054	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
ESC_CB1462AA_AS_00054	gene	1104	ribD			
ESC_CB1462AA_AS_00055	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
ESC_CB1462AA_AS_00055	gene	471	ribE			
ESC_CB1462AA_AS_00056	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
ESC_CB1462AA_AS_00056	gene	420	nusB			
ESC_CB1462AA_AS_00057	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
ESC_CB1462AA_AS_00057	gene	978	thiL			
ESC_CB1462AA_AS_00058	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
ESC_CB1462AA_AS_00058	gene	519	pgpA			
ESC_CB1462AA_AS_00059	CDS	975	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
ESC_CB1462AA_AS_00059	gene	975	iolS			
ESC_CB1462AA_AS_00060	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ESC_CB1462AA_AS_00060	gene	1863	dxs			
ESC_CB1462AA_AS_00061	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
ESC_CB1462AA_AS_00061	gene	900	ispA			
ESC_CB1462AA_AS_00062	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
ESC_CB1462AA_AS_00062	gene	243	xseB			
ESC_CB1462AA_AS_00063	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
ESC_CB1462AA_AS_00063	gene	1449	thiI			
ESC_CB1462AA_AS_00064	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
ESC_CB1462AA_AS_00064	gene	591	yajL			
ESC_CB1462AA_AS_00065	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
ESC_CB1462AA_AS_00065	gene	912	panE			
ESC_CB1462AA_AS_00066	CDS	492				hypothetical protein
ESC_CB1462AA_AS_00066	gene	492				
ESC_CB1462AA_AS_00067	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
ESC_CB1462AA_AS_00067	gene	1365	yajR			
ESC_CB1462AA_AS_00068	CDS	972				hypothetical protein
ESC_CB1462AA_AS_00068	gene	972				
ESC_CB1462AA_AS_00069	CDS	543				hypothetical protein
ESC_CB1462AA_AS_00069	gene	543				
ESC_CB1462AA_AS_00070	CDS	312				hypothetical protein
ESC_CB1462AA_AS_00070	gene	312				
ESC_CB1462AA_AS_00071	CDS	891	cyoE	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
ESC_CB1462AA_AS_00071	gene	891	cyoE			
ESC_CB1462AA_AS_00072	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
ESC_CB1462AA_AS_00072	gene	330	cyoD			
ESC_CB1462AA_AS_00073	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
ESC_CB1462AA_AS_00073	gene	615	cyoC			
ESC_CB1462AA_AS_00074	CDS	1992	cyoB	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
ESC_CB1462AA_AS_00074	gene	1992	cyoB			
ESC_CB1462AA_AS_00075	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
ESC_CB1462AA_AS_00075	gene	948	cyoA			
ESC_CB1462AA_AS_00076	CDS	1476	ampG		COG0477	Protein AmpG
ESC_CB1462AA_AS_00076	gene	1476	ampG			
ESC_CB1462AA_AS_00077	CDS	579				hypothetical protein
ESC_CB1462AA_AS_00077	gene	579				
ESC_CB1462AA_AS_00078	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
ESC_CB1462AA_AS_00078	gene	315	bolA			
ESC_CB1462AA_AS_00079	CDS	1299	tig	5.2.1.8		Trigger factor
ESC_CB1462AA_AS_00079	gene	1299	tig			
ESC_CB1462AA_AS_00080	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
ESC_CB1462AA_AS_00080	gene	624	clpP_1			
ESC_CB1462AA_AS_00081	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
ESC_CB1462AA_AS_00081	gene	1275	clpX			
ESC_CB1462AA_AS_00082	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
ESC_CB1462AA_AS_00082	gene	2355	lon_1			
ESC_CB1462AA_AS_00083	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
ESC_CB1462AA_AS_00083	gene	273	hupB			
ESC_CB1462AA_AS_00084	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
ESC_CB1462AA_AS_00084	gene	1872	ppiD			
ESC_CB1462AA_AS_00085	CDS	372			COG1555	putative protein
ESC_CB1462AA_AS_00085	gene	372				
ESC_CB1462AA_AS_00086	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
ESC_CB1462AA_AS_00086	gene	399	fadM			
ESC_CB1462AA_AS_00087	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ESC_CB1462AA_AS_00087	gene	696	queC			
ESC_CB1462AA_AS_00088	CDS	1701	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
ESC_CB1462AA_AS_00088	gene	1701	sgrR_1			
ESC_CB1462AA_AS_00089	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
ESC_CB1462AA_AS_00089	gene	819	cof			
ESC_CB1462AA_AS_00090	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
ESC_CB1462AA_AS_00090	gene	459	decR			
ESC_CB1462AA_AS_00091	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
ESC_CB1462AA_AS_00091	gene	1773	yheI			
ESC_CB1462AA_AS_00092	CDS	1782	mdlB	3.6.3.44	COG1132	Multidrug resistance-like ATP-binding protein MdlB
ESC_CB1462AA_AS_00092	gene	1782	mdlB			
ESC_CB1462AA_AS_00093	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
ESC_CB1462AA_AS_00093	gene	339	glnK			
ESC_CB1462AA_AS_00094	CDS	1287	amtB			Ammonia channel
ESC_CB1462AA_AS_00094	gene	1287	amtB			
ESC_CB1462AA_AS_00095	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
ESC_CB1462AA_AS_00095	gene	861	tesB			
ESC_CB1462AA_AS_00096	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
ESC_CB1462AA_AS_00096	gene	573	ybaY			
ESC_CB1462AA_AS_00097	CDS	312	atl		COG3695	DNA base-flipping protein
ESC_CB1462AA_AS_00097	gene	312	atl			
ESC_CB1462AA_AS_00098	CDS	354	ybaA		COG5507	putative protein YbaA
ESC_CB1462AA_AS_00098	gene	354	ybaA			
ESC_CB1462AA_AS_00099	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
ESC_CB1462AA_AS_00099	gene	1551	pdeB			
ESC_CB1462AA_AS_00100	CDS	471	ylaC			Inner membrane protein YlaC
ESC_CB1462AA_AS_00100	gene	471	ylaC			
ESC_CB1462AA_AS_00101	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
ESC_CB1462AA_AS_00101	gene	552	maa			
ESC_CB1462AA_AS_00102	CDS	219	hha_1			Hemolysin expression-modulating protein Hha
ESC_CB1462AA_AS_00102	gene	219	hha_1			
ESC_CB1462AA_AS_00103	CDS	375	tomB			Hha toxicity modulator TomB
ESC_CB1462AA_AS_00103	gene	375	tomB			
ESC_CB1462AA_AS_00104	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
ESC_CB1462AA_AS_00104	gene	3150	acrB_1			
ESC_CB1462AA_AS_00105	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
ESC_CB1462AA_AS_00105	gene	1194	acrA			
ESC_CB1462AA_AS_00106	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
ESC_CB1462AA_AS_00106	gene	648	acrR_1			
ESC_CB1462AA_AS_00107	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
ESC_CB1462AA_AS_00107	gene	3363	mscK			
ESC_CB1462AA_AS_00108	CDS	162				hypothetical protein
ESC_CB1462AA_AS_00108	gene	162				
ESC_CB1462AA_AS_00109	CDS	528	priC		COG3923	Primosomal replication protein N''
ESC_CB1462AA_AS_00109	gene	528	priC			
ESC_CB1462AA_AS_00110	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
ESC_CB1462AA_AS_00110	gene	378	ybaN			
ESC_CB1462AA_AS_00111	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
ESC_CB1462AA_AS_00111	gene	552	apt			
ESC_CB1462AA_AS_00112	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
ESC_CB1462AA_AS_00112	gene	1932	dnaX			
ESC_CB1462AA_AS_00113	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
ESC_CB1462AA_AS_00113	gene	330	ybaB			
ESC_CB1462AA_AS_00114	CDS	606	recR		COG0353	Recombination protein RecR
ESC_CB1462AA_AS_00114	gene	606	recR			
ESC_CB1462AA_AS_00115	CDS	1875	htpG		COG0326	Chaperone protein HtpG
ESC_CB1462AA_AS_00115	gene	1875	htpG			
ESC_CB1462AA_AS_00116	CDS	705	adk	2.7.4.3	COG0563	Adenylate kinase
ESC_CB1462AA_AS_00116	gene	705	adk			
ESC_CB1462AA_AS_00117	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
ESC_CB1462AA_AS_00117	gene	963	hemH			
ESC_CB1462AA_AS_00118	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
ESC_CB1462AA_AS_00118	gene	960	aes			
ESC_CB1462AA_AS_00119	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
ESC_CB1462AA_AS_00119	gene	1305	gsk			
ESC_CB1462AA_AS_00120	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
ESC_CB1462AA_AS_00120	gene	1677	ybaL			
ESC_CB1462AA_AS_00121	CDS	1221	fsr			Fosmidomycin resistance protein
ESC_CB1462AA_AS_00121	gene	1221	fsr			
ESC_CB1462AA_AS_00122	CDS	1653	ushA		COG0737	Protein UshA
ESC_CB1462AA_AS_00122	gene	1653	ushA			
ESC_CB1462AA_AS_00123	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ESC_CB1462AA_AS_00123	gene	480	ybaK			
ESC_CB1462AA_AS_00124	CDS	795				hypothetical protein
ESC_CB1462AA_AS_00124	gene	795				
ESC_CB1462AA_AS_00125	CDS	396	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
ESC_CB1462AA_AS_00125	gene	396	ybaQ			
ESC_CB1462AA_AS_00126	CDS	2505	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
ESC_CB1462AA_AS_00126	gene	2505	copA			
ESC_CB1462AA_AS_00127	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
ESC_CB1462AA_AS_00127	gene	933	glsA1			
ESC_CB1462AA_AS_00128	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
ESC_CB1462AA_AS_00128	gene	1293	ybaT			
ESC_CB1462AA_AS_00129	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
ESC_CB1462AA_AS_00129	gene	408	cueR			
ESC_CB1462AA_AS_00130	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
ESC_CB1462AA_AS_00130	gene	459	ybbJ			
ESC_CB1462AA_AS_00131	CDS	918	qmcA		COG0330	Protein QmcA
ESC_CB1462AA_AS_00131	gene	918	qmcA			
ESC_CB1462AA_AS_00132	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
ESC_CB1462AA_AS_00132	gene	678	fetA			
ESC_CB1462AA_AS_00133	CDS	780	fetB		COG0390	putative iron export permease protein FetB
ESC_CB1462AA_AS_00133	gene	780	fetB			
ESC_CB1462AA_AS_00134	CDS	855	ybbN		COG3118	putative protein YbbN
ESC_CB1462AA_AS_00134	gene	855	ybbN			
ESC_CB1462AA_AS_00135	CDS	771				hypothetical protein
ESC_CB1462AA_AS_00135	gene	771				
ESC_CB1462AA_AS_00136	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
ESC_CB1462AA_AS_00136	gene	594	tesA			
ESC_CB1462AA_AS_00137	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
ESC_CB1462AA_AS_00137	gene	687	lolD_1			
ESC_CB1462AA_AS_00138	CDS	2415				hypothetical protein
ESC_CB1462AA_AS_00138	gene	2415				
ESC_CB1462AA_AS_00139	CDS	567				hypothetical protein
ESC_CB1462AA_AS_00139	gene	567				
ESC_CB1462AA_AS_00140	CDS	366				hypothetical protein
ESC_CB1462AA_AS_00140	gene	366				
ESC_CB1462AA_AS_00141	CDS	300	tnpR_1			Transposon Tn3 resolvase
ESC_CB1462AA_AS_00141	gene	300	tnpR_1			
ESC_CB1462AA_AS_00142	CDS	255				hypothetical protein
ESC_CB1462AA_AS_00142	gene	255				
ESC_CB1462AA_AS_00143	CDS	501				hypothetical protein
ESC_CB1462AA_AS_00143	gene	501				
ESC_CB1462AA_AS_00144	CDS	870				hypothetical protein
ESC_CB1462AA_AS_00144	gene	870				
ESC_CB1462AA_AS_00145	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
ESC_CB1462AA_AS_00145	gene	1029	epmB			
ESC_CB1462AA_AS_00146	CDS	567	efp		COG0231	Elongation factor P
ESC_CB1462AA_AS_00146	gene	567	efp			
ESC_CB1462AA_AS_00147	CDS	126				hypothetical protein
ESC_CB1462AA_AS_00147	gene	126				
ESC_CB1462AA_AS_00148	CDS	147				hypothetical protein
ESC_CB1462AA_AS_00148	gene	147				
ESC_CB1462AA_AS_00149	CDS	318	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
ESC_CB1462AA_AS_00149	gene	318	sugE			
ESC_CB1462AA_AS_00150	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
ESC_CB1462AA_AS_00150	gene	534	blc			
ESC_CB1462AA_AS_00151	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
ESC_CB1462AA_AS_00151	gene	1134	ampC			
ESC_CB1462AA_AS_00152	CDS	360	frdD		COG3080	Fumarate reductase subunit D
ESC_CB1462AA_AS_00152	gene	360	frdD			
ESC_CB1462AA_AS_00153	CDS	396	frdC		COG3029	Fumarate reductase subunit C
ESC_CB1462AA_AS_00153	gene	396	frdC			
ESC_CB1462AA_AS_00154	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
ESC_CB1462AA_AS_00154	gene	735	frdB			
ESC_CB1462AA_AS_00155	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ESC_CB1462AA_AS_00155	gene	1809	frdA			
ESC_CB1462AA_AS_00156	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
ESC_CB1462AA_AS_00156	gene	978	epmA			
ESC_CB1462AA_AS_00157	CDS	1458	yjeM			Inner membrane transporter YjeM
ESC_CB1462AA_AS_00157	gene	1458	yjeM			
ESC_CB1462AA_AS_00158	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
ESC_CB1462AA_AS_00158	gene	3324	mscM			
ESC_CB1462AA_AS_00159	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
ESC_CB1462AA_AS_00159	gene	969	psd			
ESC_CB1462AA_AS_00160	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
ESC_CB1462AA_AS_00160	gene	1053	rsgA			
ESC_CB1462AA_AS_00161	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
ESC_CB1462AA_AS_00161	gene	546	orn			
ESC_CB1462AA_AS_00162	tRNA	76				tRNA-Gly(gcc)
ESC_CB1462AA_AS_00162	gene	76				
ESC_CB1462AA_AS_00163	tRNA	76				tRNA-Gly(gcc)
ESC_CB1462AA_AS_00163	gene	76				
ESC_CB1462AA_AS_00164	tRNA	76				tRNA-Gly(gcc)
ESC_CB1462AA_AS_00164	gene	76				
ESC_CB1462AA_AS_00165	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
ESC_CB1462AA_AS_00165	gene	1140	queG			
ESC_CB1462AA_AS_00166	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
ESC_CB1462AA_AS_00166	gene	1533	nnr			
ESC_CB1462AA_AS_00167	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
ESC_CB1462AA_AS_00167	gene	462	tsaE			
ESC_CB1462AA_AS_00168	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
ESC_CB1462AA_AS_00168	gene	1338	amiB			
ESC_CB1462AA_AS_00169	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
ESC_CB1462AA_AS_00169	gene	1848	mutL			
ESC_CB1462AA_AS_00170	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ESC_CB1462AA_AS_00170	gene	951	miaA			
ESC_CB1462AA_AS_00171	CDS	309	hfq		COG1923	RNA-binding protein Hfq
ESC_CB1462AA_AS_00171	gene	309	hfq			
ESC_CB1462AA_AS_00172	CDS	1281	hflX		COG2262	GTPase HflX
ESC_CB1462AA_AS_00172	gene	1281	hflX			
ESC_CB1462AA_AS_00173	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
ESC_CB1462AA_AS_00173	gene	1260	hflK			
ESC_CB1462AA_AS_00174	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
ESC_CB1462AA_AS_00174	gene	1005	hflC			
ESC_CB1462AA_AS_00175	CDS	198				hypothetical protein
ESC_CB1462AA_AS_00175	gene	198				
ESC_CB1462AA_AS_00176	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
ESC_CB1462AA_AS_00176	gene	1299	purA			
ESC_CB1462AA_AS_00177	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
ESC_CB1462AA_AS_00177	gene	426	nsrR			
ESC_CB1462AA_AS_00178	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
ESC_CB1462AA_AS_00178	gene	2442	rnr			
ESC_CB1462AA_AS_00179	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
ESC_CB1462AA_AS_00179	gene	732	rlmB			
ESC_CB1462AA_AS_00180	CDS	402				hypothetical protein
ESC_CB1462AA_AS_00180	gene	402				
ESC_CB1462AA_AS_00181	CDS	699				hypothetical protein
ESC_CB1462AA_AS_00181	gene	699				
ESC_CB1462AA_AS_00182	CDS	660				hypothetical protein
ESC_CB1462AA_AS_00182	gene	660				
ESC_CB1462AA_AS_00183	CDS	399				hypothetical protein
ESC_CB1462AA_AS_00183	gene	399				
ESC_CB1462AA_AS_00184	CDS	639				hypothetical protein
ESC_CB1462AA_AS_00184	gene	639				
ESC_CB1462AA_AS_00185	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
ESC_CB1462AA_AS_00185	gene	1164	yjfC			
ESC_CB1462AA_AS_00186	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
ESC_CB1462AA_AS_00186	gene	1626	aidB			
ESC_CB1462AA_AS_00187	CDS	276				hypothetical protein
ESC_CB1462AA_AS_00187	gene	276				
ESC_CB1462AA_AS_00188	CDS	330	bsmA			Lipoprotein BsmA
ESC_CB1462AA_AS_00188	gene	330	bsmA			
ESC_CB1462AA_AS_00189	CDS	750				hypothetical protein
ESC_CB1462AA_AS_00189	gene	750				
ESC_CB1462AA_AS_00190	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
